pmid|biotype|identifier_type
"17585781|imex:IM-17048"|molecular interactions|pmid
31376680|molecular interactions|pmid
"32572252|imex:IM-28656"|molecular interactions|pmid
9973195|molecular interactions|pmid
20224574|molecular interactions|pmid
"19927124|imex:IM-15554|mint:MINT-7709166|doi:10.1038/emboj.2009.332"|molecular interactions|pmid
14671321|molecular interactions|pmid
"24670654|doi:10.1038/nature13079|imex:IM-22682"|molecular interactions|pmid
12381737|molecular interactions|pmid
12952889|molecular interactions|pmid
23049400|disease|pmid
23086934|molecular interactions|pmid
10347180|molecular interactions|pmid
8078586|disease|pmid
"11733989|imex:IM-19283"|molecular interactions|pmid
11297622|molecular interactions|pmid
7595196|disease|pmid
11748309|disease|pmid
26990986|molecular interactions|pmid
7559383|molecular interactions|pmid
"22921587|mint:MINT-8391226"|molecular interactions|pmid
15735013|molecular interactions|pmid
16805830|molecular interactions|pmid
15459974|disease|pmid
12374769|disease|pmid
33255360|disease|pmid
26389641|disease|pmid
28689657|molecular interactions|pmid
20506231|genetic interaction|pmid
26169354|molecular interactions|pmid
26695082|disease|pmid
18524972|molecular interactions|pmid
21795389|molecular interactions|pmid
15133502|molecular interactions|pmid
12351676|molecular interactions|pmid
24997605|molecular interactions|pmid
"28483977|imex:IM-26990"|molecular interactions|pmid
"21572393|imex:IM-16337|mint:MINT-8189248|doi:10.1038/emboj.2011.152"|molecular interactions|pmid
17880999|molecular interactions|pmid
11078718|molecular interactions|pmid
10203020|disease|pmid
29170129|molecular interactions|pmid
9288775|molecular interactions|pmid
22186238|disease|pmid
9096364|disease|pmid
22750057|disease|pmid
21667065|disease|pmid
22542304|disease|pmid
11145967|molecular interactions|pmid
"23339905|imex:IM-22646"|molecular interactions|pmid
35530152|molecular interactions|pmid
28540657|molecular interactions|pmid
22885951|disease|pmid
32301540|molecular interactions|pmid
16410719|molecular interactions|pmid
10558980|molecular interactions|pmid
27532772|molecular interactions|pmid
20830743|molecular interactions|pmid
19460354|molecular interactions|pmid
19911314|disease|pmid
16094622|disease|pmid
27629044|molecular interactions|pmid
22729222|disease|pmid
"15582318|imex:IM-22167"|molecular interactions|pmid
20980434|disease|pmid
12653964|molecular interactions|pmid
26221070|molecular interactions|pmid
34391775|molecular interactions|pmid
33718387|molecular interactions|pmid
23267096|molecular interactions|pmid
18172114|disease|pmid
32075226|molecular interactions|pmid
17991879|molecular interactions|pmid
19884257|molecular interactions|pmid
33957127|molecular interactions|pmid
30563842|molecular interactions|pmid
16126723|molecular interactions|pmid
"17052462|imex:IM-28414"|molecular interactions|pmid
25088257|molecular interactions|pmid
9858615|molecular interactions|pmid
21822216|molecular interactions|pmid
8702708|molecular interactions|pmid
"21575178|imex:IM-17000"|molecular interactions|pmid
16413497|disease|pmid
"19168635|doi:10.1073/pnas.0812801106|imex:IM-14617"|molecular interactions|pmid
22042974|molecular interactions|pmid
29472293|molecular interactions|pmid
"23932592|doi:10.1016/j.str.2013.06.025|imex:IM-21901"|molecular interactions|pmid
17428983|molecular interactions|pmid
"28046066|imex:IM-26208"|molecular interactions|pmid
26069190|disease|pmid
23297343|molecular interactions|pmid
16678104|molecular interactions|pmid
15322115|molecular interactions|pmid
34563636|molecular interactions|pmid
14764897|molecular interactions|pmid
15929725|molecular interactions|pmid
16234815|disease|pmid
30201799|molecular interactions|pmid
19536649|disease|pmid
7781744|disease|pmid
14613268|disease|pmid
"23555304|imex:IM-20564"|molecular interactions|pmid
20299531|disease|pmid
15625620|disease|pmid
15557444|disease|pmid
7923370|molecular interactions|pmid
11739747|molecular interactions|pmid
34942047|molecular interactions|pmid
19240121|molecular interactions|pmid
11186893|disease|pmid
15998322|molecular interactions|pmid
34741014|molecular interactions|pmid
30545799|molecular interactions|pmid
20717101|molecular interactions|pmid
22082872|molecular interactions|pmid
30008853|disease|pmid
18234118|disease|pmid
18835813|molecular interactions|pmid
"9338791|mint:MINT-5221704"|molecular interactions|pmid
9581762|molecular interactions|pmid
26408672|disease|pmid
26092730|molecular interactions|pmid
26438829|molecular interactions|pmid
17176440|disease|pmid
17634209|disease|pmid
31409638|molecular interactions|pmid
12590135|molecular interactions|pmid
10518213|molecular interactions|pmid
16914745|molecular interactions|pmid
24931610|molecular interactions|pmid
9501179|molecular interactions|pmid
7961655|molecular interactions|pmid
21829457|disease|pmid
12372886|disease|pmid
23172223|molecular interactions|pmid
11561770|disease|pmid
19101630|disease|pmid
32328410|molecular interactions|pmid
12024216|molecular interactions|pmid
18215421|molecular interactions|pmid
12241719|disease|pmid
18418067|molecular interactions|pmid
9380408|molecular interactions|pmid
19002430|disease|pmid
16078047|disease|pmid
16424870|molecular interactions|pmid
23530064|molecular interactions|pmid
28797847|disease|pmid
26022775|disease|pmid
16459141|disease|pmid
12082633|molecular interactions|pmid
20953200|disease|pmid
10857750|molecular interactions|pmid
20018718|disease|pmid
19882345|disease|pmid
15195119|disease|pmid
25652011|molecular interactions|pmid
24688049|molecular interactions|pmid
11278991|molecular interactions|pmid
31432177|disease|pmid
22902550|disease|pmid
24763007|disease|pmid
19508551|disease|pmid
7664295|disease|pmid
11254654|molecular interactions|pmid
21172801|molecular interactions|pmid
19357284|molecular interactions|pmid
10918571|molecular interactions|pmid
10206983|molecular interactions|pmid
18483487|molecular interactions|pmid
10716937|molecular interactions|pmid
"15611091|mint:MINT-5217426"|molecular interactions|pmid
"16606361|mint:MINT-7102331|doi:10.1111/j.1471-4159.2006.03821"|molecular interactions|pmid
15705566|molecular interactions|pmid
"19095800|doi:10.1073/pnas.0810463106|imex:IM-14393"|molecular interactions|pmid
16818635|disease|pmid
29863498|molecular interactions|pmid
9915833|molecular interactions|pmid
12624108|molecular interactions|pmid
22081612|molecular interactions|pmid
9383998|molecular interactions|pmid
15723043|molecular interactions|pmid
8028671|molecular interactions|pmid
26481465|disease|pmid
22131879|disease|pmid
12879077|molecular interactions|pmid
21049277|disease|pmid
22938463|disease|pmid
9614102|molecular interactions|pmid
21506665|disease|pmid
21418516|molecular interactions|pmid
19515914|molecular interactions|pmid
"imex:IM-29275|32415200"|molecular interactions|
"mint:MINT-6671586|9826659"|molecular interactions|
32788347|molecular interactions|pmid
"12176364|mint:MINT-5215643"|molecular interactions|pmid
34795264|molecular interactions|pmid
7526385|molecular interactions|pmid
18074035|molecular interactions|pmid
12872122|disease|pmid
20473270|molecular interactions|pmid
23973223|molecular interactions|pmid
16762839|molecular interactions|pmid
21095585|molecular interactions|pmid
16491129|molecular interactions|pmid
24500646|molecular interactions|pmid
17983427|disease|pmid
24442360|disease|pmid
28978663|molecular interactions|pmid
"23376919|imex:IM-22226"|molecular interactions|pmid
23640883|molecular interactions|pmid
9032244|molecular interactions|pmid
1908512|molecular interactions|pmid
24512911|disease|pmid
35064108|molecular interactions|pmid
14691196|disease|pmid
34326324|molecular interactions|pmid
16575857|disease|pmid
26551075|molecular interactions|pmid
18454680|disease|pmid
"16460309|mint:MINT-7103045|doi:10.1042/BJ20051899"|molecular interactions|pmid
11279501|molecular interactions|pmid
9782128|molecular interactions|pmid
9394420|disease|pmid
17704768|molecular interactions|pmid
"30245403|imex:IM-27577"|molecular interactions|pmid
12511349|disease|pmid
29958295|molecular interactions|pmid
12621049|molecular interactions|pmid
19190244|molecular interactions|pmid
18245476|disease|pmid
34311674|disease|pmid
23435425|molecular interactions|pmid
10975929|disease|pmid
"21969550|doi:10.1073/pnas.1108774108|imex:IM-17784"|molecular interactions|pmid
20338997|molecular interactions|pmid
23907539|molecular interactions|pmid
8900236|disease|pmid
28655764|molecular interactions|pmid
1718278|disease|pmid
29563291|molecular interactions|pmid
28821819|disease|pmid
18317945|disease|pmid
"25383530|doi:10.1038/nature13899|imex:IM-24312"|molecular interactions|pmid
25217616|molecular interactions|pmid
10973490|molecular interactions|pmid
21344396|molecular interactions|pmid
11466412|molecular interactions|pmid
16059695|disease|pmid
19247456|disease|pmid
10932245|molecular interactions|pmid
32805084|molecular interactions|pmid
19384953|disease|pmid
"18761085|mint:MINT-7215889|doi:10.1016/j.cellsig.2008.08.005"|molecular interactions|pmid
23917616|molecular interactions|pmid
32513711|molecular interactions|pmid
"imex:IM-15751|21376233"|molecular interactions|
21675959|molecular interactions|pmid
11436180|disease|pmid
23246971|molecular interactions|pmid
19103148|molecular interactions|pmid
21440682|disease|pmid
26324191|disease|pmid
17043358|molecular interactions|pmid
35486881|molecular interactions|pmid
30227870|disease|pmid
24872507|molecular interactions|pmid
"26420826|imex:IM-23671"|molecular interactions|pmid
17761950|genetic interaction|pmid
30343112|molecular interactions|pmid
18222703|molecular interactions|pmid
22745133|molecular interactions|pmid
"17197020|mint:MINT-6671374"|molecular interactions|pmid
31461656|molecular interactions|pmid
28396413|molecular interactions|pmid
11387333|molecular interactions|pmid
16076286|disease|pmid
19222424|disease|pmid
15979846|molecular interactions|pmid
11106728|molecular interactions|pmid
23909487|molecular interactions|pmid
23032291|molecular interactions|pmid
12723973|molecular interactions|pmid
16328005|disease|pmid
9036966|molecular interactions|pmid
"14613973|imex:IM-27517"|molecular interactions|pmid
34489457|molecular interactions|pmid
17482455|molecular interactions|pmid
15501397|disease|pmid
11867769|molecular interactions|pmid
10438470|molecular interactions|pmid
19706536|molecular interactions|pmid
19828458|molecular interactions|pmid
"1330535|mint:MINT-6730293"|molecular interactions|pmid
23075851|molecular interactions|pmid
19116920|disease|pmid
11828340|disease|pmid
19573080|disease|pmid
"11183784|mint:MINT-5213535"|molecular interactions|pmid
19590511|molecular interactions|pmid
"19375531|mint:MINT-7021854|doi:10.1016/j.febslet.2009.03.072|mint:d-09-00185"|molecular interactions|pmid
15654835|disease|pmid
11549509|disease|pmid
21453443|molecular interactions|pmid
33390248|molecular interactions|pmid
19330263|disease|pmid
25316629|disease|pmid
12366416|disease|pmid
20731606|disease|pmid
33003328|molecular interactions|pmid
8950506|disease|pmid
9395447|molecular interactions|pmid
24768540|molecular interactions|pmid
19473366|disease|pmid
26017671|molecular interactions|pmid
10929712|molecular interactions|pmid
"21827752|imex:IM-16772|mint:MINT-8201468|doi:10.1016/j.febslet.2011.07.040"|molecular interactions|pmid
16007146|molecular interactions|pmid
22864910|disease|pmid
29763414|molecular interactions|pmid
28877463|molecular interactions|pmid
11034943|disease|pmid
23045593|disease|pmid
26647312|molecular interactions|pmid
32286246|disease|pmid
35294338|molecular interactions|pmid
17055358|disease|pmid
10878022|molecular interactions|pmid
19186046|disease|pmid
22544744|molecular interactions|pmid
23071107|molecular interactions|pmid
30368668|molecular interactions|pmid
20118233|molecular interactions|pmid
17280616|molecular interactions|pmid
34881782|molecular interactions|pmid
"10353244|doi:10.1038/20367|imex:IM-24300"|molecular interactions|pmid
11848437|disease|pmid
24061540|molecular interactions|pmid
17464991|genetic interaction|pmid
9499409|molecular interactions|pmid
25341891|disease|pmid
10737123|disease|pmid
35220902|molecular interactions|pmid
9042965|molecular interactions|pmid
16170377|molecular interactions|pmid
8995217|molecular interactions|pmid
16601690|molecular interactions|pmid
8923468|molecular interactions|pmid
10562416|molecular interactions|pmid
12608042|disease|pmid
18483392|disease|pmid
26873401|disease|pmid
14970193|molecular interactions|pmid
10486249|molecular interactions|pmid
24920672|molecular interactions|pmid
8852658|disease|pmid
15523651|molecular interactions|pmid
25654763|molecular interactions|pmid
9872323|molecular interactions|pmid
21552264|disease|pmid
23408444|disease|pmid
11349124|molecular interactions|pmid
"20211623|imex:IM-15674|mint:MINT-7712023|mint:d-09-02408|doi:10.1016/j.febslet.2010.02.072"|molecular interactions|pmid
23926104|molecular interactions|pmid
15879175|disease|pmid
19098994|disease|pmid
11756406|molecular interactions|pmid
26245674|disease|pmid
26472760|molecular interactions|pmid
19492057|disease|pmid
7829517|molecular interactions|pmid
"17558407|imex:IM-22582"|molecular interactions|pmid
"10404223|mint:MINT-5211672"|molecular interactions|pmid
21726808|molecular interactions|pmid
23082202|molecular interactions|pmid
9109491|molecular interactions|pmid
28114281|molecular interactions|pmid
14717981|disease|pmid
16860316|molecular interactions|pmid
21273540|disease|pmid
34469738|molecular interactions|pmid
10803682|disease|pmid
11060025|molecular interactions|pmid
"imex:IM-23569|24069158"|molecular interactions|
10982879|molecular interactions|pmid
"32878885|imex:IM-28342"|molecular interactions|pmid
"10852826|imex:IM-22154"|molecular interactions|pmid
10207113|molecular interactions|pmid
"21124883|doi:10.1371/journal.pbio.1000545|imex:IM-15889"|molecular interactions|pmid
31270100|disease|pmid
18201104|molecular interactions|pmid
