source,target,relationship
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_38_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_38_breast,Donor/HBCA_Donor_38,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_38_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_39_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_39_breast,Donor/HBCA_Donor_39,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_39_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_4_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_4_breast,Donor/HBCA_Donor_4,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_4_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_40_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_40_breast,Donor/HBCA_Donor_40,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_40_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_41_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_41_breast,Donor/HBCA_Donor_41,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_41_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_42_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_42_breast,Donor/HBCA_Donor_42,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_42_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_43_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_43_breast,Donor/HBCA_Donor_43,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_43_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_44_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_44_breast,Donor/HBCA_Donor_44,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_44_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_45_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_45_breast,Donor/HBCA_Donor_45,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_45_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_46_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_46_breast,Donor/HBCA_Donor_46,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_46_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_47_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_47_breast,Donor/HBCA_Donor_47,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_47_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_48_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_48_breast,Donor/HBCA_Donor_48,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_48_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_49_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_49_breast,Donor/HBCA_Donor_49,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_49_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_5_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_5_breast,Donor/HBCA_Donor_5,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_5_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_50_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_50_breast,Donor/HBCA_Donor_50,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_50_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_51_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_51_breast,Donor/HBCA_Donor_51,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_51_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_52_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_52_breast,Donor/HBCA_Donor_52,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_52_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_53_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_53_breast,Donor/HBCA_Donor_53,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_53_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_54_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_54_breast,Donor/HBCA_Donor_54,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_54_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_55_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_55_breast,Donor/HBCA_Donor_55,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_55_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_6_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_6_breast,Donor/HBCA_Donor_6,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_6_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_7_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_7_breast,Donor/HBCA_Donor_7,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_7_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_8_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_8_breast,Donor/HBCA_Donor_8,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_8_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_9_breast,Publication/10.1101/2023.04.21.537845,linkedToPublication
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_9_breast,Donor/HBCA_Donor_9,hasDonor
Dataset/0ba636a1-4754-4786-a8be-7ab3cf760fd6_HBCA_Donor_9_breast,Organ/UBERON:0000310,hasOrgan
Dataset/0ced5e76-6040-47ff-8a72-93847965afc0_TSP14_thymus,Publication/10.1126/science.abl4896,linkedToPublication
Dataset/0ced5e76-6040-47ff-8a72-93847965afc0_TSP14_thymus,Donor/TSP14,hasDonor
Dataset/0ced5e76-6040-47ff-8a72-93847965afc0_TSP14_thymus,Organ/UBERON:0002368,hasOrgan
Dataset/0ced5e76-6040-47ff-8a72-93847965afc0_TSP2_thymus,Publication/10.1126/science.abl4896,linkedToPublication
Dataset/0ced5e76-6040-47ff-8a72-93847965afc0_TSP2_thymus,Donor/TSP2,hasDonor
Dataset/0ced5e76-6040-47ff-8a72-93847965afc0_TSP2_thymus,Organ/UBERON:0002368,hasOrgan
Dataset/0d2ee4ac-05ee-40b2-afb6-ebb584caa867_TSP1_lung,Publication/10.1126/science.abl4896,linkedToPublication
Dataset/0d2ee4ac-05ee-40b2-afb6-ebb584caa867_TSP1_lung,Donor/TSP1,hasDonor
Dataset/0d2ee4ac-05ee-40b2-afb6-ebb584caa867_TSP1_lung,Organ/UBERON:0002048,hasOrgan
Dataset/0d2ee4ac-05ee-40b2-afb6-ebb584caa867_TSP14_lung,Publication/10.1126/science.abl4896,linkedToPublication
Dataset/0d2ee4ac-05ee-40b2-afb6-ebb584caa867_TSP14_lung,Donor/TSP14,hasDonor
Dataset/0d2ee4ac-05ee-40b2-afb6-ebb584caa867_TSP14_lung,Organ/UBERON:0002048,hasOrgan
Dataset/0d2ee4ac-05ee-40b2-afb6-ebb584caa867_TSP2_lung,Publication/10.1126/science.abl4896,linkedToPublication
Dataset/0d2ee4ac-05ee-40b2-afb6-ebb584caa867_TSP2_lung,Donor/TSP2,hasDonor
Dataset/0d2ee4ac-05ee-40b2-afb6-ebb584caa867_TSP2_lung,Organ/UBERON:0002048,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.001_cerebral_cortex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.001_cerebral_cortex,Donor/H18.30.001,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.001_cerebral_cortex,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_cerebellum,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_cerebellum,Donor/H18.30.002,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_cerebellum,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_cerebral_cortex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_cerebral_cortex,Donor/H18.30.002,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_cerebral_cortex,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_cerebral_nuclei,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_cerebral_nuclei,Donor/H18.30.002,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_cerebral_nuclei,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_hippocampal_formation,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_hippocampal_formation,Donor/H18.30.002,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_hippocampal_formation,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_hypothalamus,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_hypothalamus,Donor/H18.30.002,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_hypothalamus,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_midbrain,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_midbrain,Donor/H18.30.002,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_midbrain,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_myelencephalon,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_myelencephalon,Donor/H18.30.002,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_myelencephalon,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_pons,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_pons,Donor/H18.30.002,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_pons,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_thalamic_complex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_thalamic_complex,Donor/H18.30.002,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_thalamic_complex,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_spinal_cord,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_spinal_cord,Donor/H18.30.002,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H18.30.002_spinal_cord,Organ/UBERON:0002240,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_cerebellum,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_cerebellum,Donor/H19.30.001,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_cerebellum,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_cerebral_cortex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_cerebral_cortex,Donor/H19.30.001,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_cerebral_cortex,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_cerebral_nuclei,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_cerebral_nuclei,Donor/H19.30.001,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_cerebral_nuclei,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_hippocampal_formation,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_hippocampal_formation,Donor/H19.30.001,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_hippocampal_formation,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_hypothalamus,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_hypothalamus,Donor/H19.30.001,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_hypothalamus,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_midbrain,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_midbrain,Donor/H19.30.001,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_midbrain,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_myelencephalon,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_myelencephalon,Donor/H19.30.001,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_myelencephalon,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_pons,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_pons,Donor/H19.30.001,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_pons,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_thalamic_complex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_thalamic_complex,Donor/H19.30.001,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.001_thalamic_complex,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_cerebellum,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_cerebellum,Donor/H19.30.002,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_cerebellum,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_cerebral_cortex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_cerebral_cortex,Donor/H19.30.002,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_cerebral_cortex,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_cerebral_nuclei,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_cerebral_nuclei,Donor/H19.30.002,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_cerebral_nuclei,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_hippocampal_formation,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_hippocampal_formation,Donor/H19.30.002,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_hippocampal_formation,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_hypothalamus,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_hypothalamus,Donor/H19.30.002,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_hypothalamus,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_midbrain,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_midbrain,Donor/H19.30.002,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_midbrain,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_myelencephalon,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_myelencephalon,Donor/H19.30.002,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_myelencephalon,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_pons,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_pons,Donor/H19.30.002,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_pons,Organ/UBERON:0000955,hasOrgan
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_thalamic_complex,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_thalamic_complex,Donor/H19.30.002,hasDonor
Dataset/0d7f4c06-a6bd-47d2-a42b-3a7196704f77_H19.30.002_thalamic_complex,Organ/UBERON:0000955,hasOrgan
Dataset/0ee5ae70-c3f5-473f-bd1c-287f4690ffc5_H18.30.002_myelencephalon,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0ee5ae70-c3f5-473f-bd1c-287f4690ffc5_H18.30.002_myelencephalon,Donor/H18.30.002,hasDonor
Dataset/0ee5ae70-c3f5-473f-bd1c-287f4690ffc5_H18.30.002_myelencephalon,Organ/UBERON:0000955,hasOrgan
Dataset/0ee5ae70-c3f5-473f-bd1c-287f4690ffc5_H19.30.001_myelencephalon,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0ee5ae70-c3f5-473f-bd1c-287f4690ffc5_H19.30.001_myelencephalon,Donor/H19.30.001,hasDonor
Dataset/0ee5ae70-c3f5-473f-bd1c-287f4690ffc5_H19.30.001_myelencephalon,Organ/UBERON:0000955,hasOrgan
Dataset/0ee5ae70-c3f5-473f-bd1c-287f4690ffc5_H19.30.002_myelencephalon,Publication/10.1101/2022.10.12.511898,linkedToPublication
Dataset/0ee5ae70-c3f5-473f-bd1c-287f4690ffc5_H19.30.002_myelencephalon,Donor/H19.30.002,hasDonor
Dataset/0ee5ae70-c3f5-473f-bd1c-287f4690ffc5_H19.30.002_myelencephalon,Organ/UBERON:0000955,hasOrgan
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_PapRCC_kidney,Publication/10.1126/science.aat1699,linkedToPublication
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_PapRCC_kidney,Donor/PapRCC,hasDonor
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_PapRCC_kidney,Organ/UBERON:0002113,hasOrgan
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_RCC1_kidney,Publication/10.1126/science.aat1699,linkedToPublication
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_RCC1_kidney,Donor/RCC1,hasDonor
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_RCC1_kidney,Organ/UBERON:0002113,hasOrgan
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_RCC2_kidney,Publication/10.1126/science.aat1699,linkedToPublication
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_RCC2_kidney,Donor/RCC2,hasDonor
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_RCC2_kidney,Organ/UBERON:0002113,hasOrgan
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_RCC3_kidney,Publication/10.1126/science.aat1699,linkedToPublication
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_RCC3_kidney,Donor/RCC3,hasDonor
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_RCC3_kidney,Organ/UBERON:0002113,hasOrgan
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_TxK1_cortex_of_kidney,Publication/10.1126/science.aat1699,linkedToPublication
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_TxK1_cortex_of_kidney,Donor/TxK1,hasDonor
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_TxK1_cortex_of_kidney,Organ/UBERON:0002113,hasOrgan
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_TxK1_renal_medulla,Publication/10.1126/science.aat1699,linkedToPublication
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_TxK1_renal_medulla,Donor/TxK1,hasDonor
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_TxK1_renal_medulla,Organ/UBERON:0002113,hasOrgan
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_TxK1_renal_pelvis,Publication/10.1126/science.aat1699,linkedToPublication
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_TxK1_renal_pelvis,Donor/TxK1,hasDonor
Dataset/105c7dad-0468-4628-a5be-2bb42c6a8ae4_TxK1_renal_pelvis,Organ/UBERON:0002113,hasOrgan
